"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BBVEKK6M","journalArticle","2020","刘中良; 高俊杰; 谷端银; 闫伟强","有机肥对设施番茄周年栽培土壤环境和产量的影响","应用生态学报","","1001-9332","10.13287/j.1001-9332.202003.021","https://link.cnki.net/doi/10.13287/j.1001-9332.202003.021","日光温室早春茬-秋冬茬连作栽培番茄是我国北方设施蔬菜周年栽培的主要种植模式之一。以该种植模式下农户习惯施肥量为对照（CK,100%化肥）,设15%（T1）、30%（T2）、45%（T3）、60%（T4）、75%（T5）、100%有机肥替代化肥（T6）处理,探讨有机肥替代部分化肥对土壤环境和番茄产量的影响。结果表明:土壤细菌数量随有机肥用量的增加总体呈现上升趋势;放线菌数量以T1处理最多,为12.12×10～6 cfu·g-1。有机肥替代部分化肥可提高土壤脲酶活性,降低过氧化氢酶活性,提高土壤有机质、速效磷和速效钾含量,说明有机肥对改善设施土壤理化性质、促进养分积累具有显著效果。其中,T1处理蔗糖酶活性和速效磷含量最高,分别为1.36 mg·g-1、305.4 mg·kg-1,T2处理的速效钾含量最高,为582.6 mg·kg-1。T2处理>0.25 mm水稳性团聚体含量最大,为94.2%。各有机肥处理可改善番茄果实品质,提高产量,其中,T1处理番茄红素含量最高,达5.69,糖酸比以T1和T2处理最好,分别为8.19、8.70;产量以T1处理最高,T2处理次之,较CK分别增产16.6%、5.8%。综上,农户习惯施肥量中15%～30%的化肥用有机肥替代为该种植模式下较佳的施肥措施。","2020","2025-08-27 10:43:01","2025-08-27 10:45:07","","929-934","","3","31","","应用生态学报","","","","","","","","zh","","","","","","21-1253/Q","","","","","产量; 番茄; 土壤环境; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H496W5UV","journalArticle","2020","高飞; 汪志鹏; 赵贺; 李辉信; 焦加国","低地力条件下有机肥部分替代化肥对作物产量和土壤性状的影响","江苏农业学报","","1000-4440","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLFNia0QZBPtDg8VJXPcg8e6pCmYCHyVlNMXZHaNsoyM8J-ZSQ9mkdeU_kAfXB1OgCFJ-A8ekdX1ecRRSQl-TB-oEpcf4r4qb3vB3rkpmYPISk5Qj_g9tjOWYHcrtp56r6dnx1Gt2X9MSMBxOqp2Ph89LypFSOmq6T_x0VAP1xLVJ6v4fKN8fWz&uniplatform=NZKPT&language=CHS","在江苏省黄河故道低肥力土壤条件下,探究有机肥替代化肥对小麦玉米和水稻小麦轮作体系中作物产量及土壤养分的影响,以明确低肥力土壤中有机肥替代化肥的规律和潜力。田间试验于2017年10月布置,设置6个不同处理,分别为不施肥（CK）、常量化肥（F）、常量化肥+40%有机肥(FM0.4)、NPK总养分相等情况下分别用有机肥替代20%(F0.8M0.2)、40%(F0.6M0.4)及60%(F0.4M0.6)化肥。结果表明:（1）小麦玉米轮作体系中,有机肥替代化肥在小麦季产量明显降低,其中有机肥替代60%化肥时,小麦产量显著降低而在玉米季产量无显著差异。在水稻小麦轮作体系中,不同比例有机肥替代化肥对作物产量的影响不显著。（2）施肥提升了小麦玉米和水稻小麦轮作体系中土壤有机质含量,小麦玉米轮作体系中土壤有机质提升8.07%～36.61%,水稻小麦轮作体系土壤有机质提升7.69%～40.22%。随着有机肥替代比例的增加,小麦玉米轮作体系中土壤全氮及速效钾含量呈降低趋势,而土壤磷素及碱解氮含量逐渐升高;水稻小麦轮作体系中土壤全氮含量逐渐降低,土壤全磷、碱解氮、速效钾含量逐渐升高。（3）相关性分析结果表明,作物产量与土壤全氮、碱解氮及速效磷含量均呈显著或极显著的正相关关系。综上所述,黄河故道地区由于基础地力较低,有机肥替代化肥并未表现出对作物的增产作用,但有机肥的投入有效地改善了土壤的养分状况,因此该区低肥力土壤在作物栽培中应当维持化肥用量并增施有机肥,以提升耕地质量。","2020","2025-08-27 10:43:01","2025-08-27 10:45:08","","83-91","","1","36","","江苏农业学报","","","","","","","","zh","","","","","","32-1213/S","","","","","黄河故道; 土壤肥力; 有机肥替代化肥; 作物产量","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H92B4R3B","journalArticle","2020","贺斌霞","澄城县耕地小麦适宜性与地力提升保护措施","农技服务","","1004-8421","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqK1ui8jHD1aDn2GKBD3VrhkOKEgZIaeenXaZc8qKuc-RMK7bgAE_EFCKVZA13cMpsrnocesMhci9RwFyDUHfdnNqjhit4kBtqTSQT6BoVhKATR-6oXXcoNe6BiM8KJTiVfJ_7lTwSwaU_2fHzxtt5Q58MbX9MK1PdPGTnE87NVnhLdHIPN-YYQF&uniplatform=NZKPT&language=CHS","为澄城县耕地小麦种植布局与地力提升保护提供参考,根据耕地资源分布与小麦高效生产对耕地环境的需求,提出了小麦适宜和不适宜种植区,介绍了该县实施的有机肥替代化肥、秸秆还田、土壤质量监测和评价等耕地地力提升保护措施。","2020","2025-08-27 10:43:01","2025-08-27 10:45:09","","70-71","","2","37","","农技服务","","","","","","","","zh","","","","","","52-1058/S","","","","","保护; 澄城; 耕地地力; 评价; 小麦适宜区","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQJGAH6D","journalArticle","2020","刘中良; 高俊杰; 谷端银; 闫伟强","有机肥替代化肥对土壤环境和番茄品质的影响","南方农业学报","","2095-1191","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqJhzN6cjJgua4QbREEcuTZlEOn8hRS8Rd6QH_zqFgQJw-CmMnfM-L6my5qrWd0Z-p0KuMZDEaX1klzfsmGyim6LSfA8orqx65wdYzAwujYMoC-e3KRBYLlxNZpGoR7u4UbCzQFmcPyqpk7W3Z-dObR1grsDfj7DZkINe-jYHzA-izPtxCMdLsrT&uniplatform=NZKPT&language=CHS","【目的】探讨有机肥替代化肥对设施土壤环境、番茄品质及产量的影响,为设施番茄科学有效的有机肥替代无机肥提供理论依据。【方法】以番茄青农866为试验材料,设置有机肥不同配施量处理(CK,100%化肥;T1,15%有机肥+85%化肥;T2,30%有机肥+70%化肥;T3,45%有机肥+55%化肥;T4,60%有机肥+40%化肥;T5,75%有机肥+25%化肥;T6,100%有机肥)。研究不同处理对土壤微生物数量、土壤酶活性、土壤团粒结构、土壤养分及番茄品质和产量的影响。【结果】有机肥替代化肥能提高设施土壤微生物数量和酶活性,其中T3处理真菌数量最多,为50.0×105CFU/g,土壤细菌数量以T4处理最多,为6.3×10～8CFU/g;土壤过氧化氢酶活性和脲酶活性均以T5处理为最高,分别为0.44和16.38 mg/g,T4处理的土壤蔗糖酶活性最高,为0.35 mg/g。与CK相比,>0.25 mm水稳性团聚体含量增加12.94%～20.59%,土壤有机质含量增加26.30%～143.37%,全氮含量提高16.56%～129.80%,C/N提高6.29%～17.39%。此外,有机肥替代化肥能改善番茄品质和提高产量,T1处理的番茄红素含量最高,达7.22 mg/kg,较CK增加80.50%,糖酸比以T2和T1处理较佳,分别为8.80和8.67;产量以T1处理最高,为161890.94 kg/ha,较CK增产12.01%。【结论】有机肥替代化肥能显著改善设施土壤环境、提高番茄品质及产量的影响,且土壤环境改善与品质、产量的提高并非不可协调,在实际番茄生产中可优先采用减少15%化肥施用量同时配施适当有机肥的处理。","2020","2025-08-27 10:43:01","2025-08-27 10:45:10","","357-363","","2","51","","南方农业学报","","","","","","","","zh","","","","","","45-1381/S","","","","","产量; 番茄; 品质; 土壤理化特性; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AXHBAEV","journalArticle","2020","刘双安; 姜娟; 赵会芳; 王文凯","洛川县苹果园有机肥替代化肥项目实施效果","果树实用技术与信息","","","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqItiZM-_QpJrPRnyumMpGdupzlnyPWKGD0VDrf-1a4uT0Yb13KLVB9pyhpJltkZ24iSL0CyD_eHkwWo1PXB92gRzo3h0PyYBpU4KdzlQZMXk2AtnQvasbRoZkozaElQAM8JwY7TbLLuYD1F2TzhazwvMpXQIfswhI8yFBYkHYHjUVbqjnl1JUsr&uniplatform=NZKPT&language=CHS","<正>1工作进展与主要做法1. 1目标完成情况在农业农村部和陕西省果菜茶有机肥替代化肥项目办的精心指导下,洛川县自2017年实施有机肥替代化肥项目以来,3年累计实施面积6万亩,推广5种模式,取得了良好的经济效益、社会效益和生态效益。据随机调查结果发现,项目区内化肥用量由过去的亩用量200千克以上减少到140千","2020","2025-08-27 10:43:01","2025-08-27 10:45:10","","44-46","","1","","","果树实用技术与信息","","","","","","","","zh","","","","","","21-1342/S","","","","","","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8UFPD8HN","journalArticle","2020","刘双安; 雷延全; 赵会芳; 王文凯; 霍百全","洛川县苹果园有机肥替代化肥项目实施效果、存在问题及建议","果树资源学报","","2096-8108","10.16010/j.cnki.14-1127/s.2020.01.022","https://link.cnki.net/doi/10.16010/j.cnki.14-1127/s.2020.01.022","洛川县自2017年以来实施了苹果园有机肥替代化肥项目,3个年度累计实施面积4 000 hm2.取得了良好的经济、社会和生态效益,将该项目的实施效果、存在问题及建议进行了介绍,以供参考。","2020","2025-08-27 10:43:01","2025-08-27 10:45:11","","61-62","","1","1","","果树资源学报","","","","","","","","zh","","","","","","14-1402/S","","","","","化肥; 苹果园; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8TYKEFYT","journalArticle","2019","岳露; 田秀平; 谭英爱; 董家僖; 房恩翰; 张庆; 赵秋","化肥减施对日光温室芹菜生长及土壤性质的影响","天津农学院学报","","1008-5394","10.19640/j.cnki.jtau.2019.04.001","https://link.cnki.net/doi/10.19640/j.cnki.jtau.2019.04.001","为探讨化肥减施对日光温室芹菜生长及土壤性质的影响,在施用有机肥的基础上,采用传统施肥方式,设100%施化肥、减施10%化肥、减施25%化肥、减施35%化肥4种处理,研究了日光温室芹菜生长、生理和土壤养分等指标的变化。结果表明:在施用有机肥情况下,与传统施肥方式相比,化肥减施35%对土壤全量养分影响不大,全氮、全磷、全钾和有机质含量在不同处理间差异均不显著;芹菜收获后不同施肥处理土壤硝态氮、有效磷仍处于较高水平,化肥减施25%和减施35%处理土壤速效钾含量显著低于化肥100%处理;化肥减施对土壤容重和pH影响不大,但高量化肥可显著增加土壤EC值;在芹菜株高、叶片氮素和叶绿素含量及产量方面,100%化肥施用与化肥减量施用各处理之间差异不显著。","2019","2025-08-27 10:43:01","2025-08-27 10:45:11","","1-4","","4","26","","天津农学院学报","","","","","","","","zh","","","","","","12-1282/S","","","","","化肥减施; 芹菜; 生长; 土壤性质","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EA2TCBBG","journalArticle","2019","","有机肥替代部分化肥有利于稳定土壤有机质","农业科技与信息","","1003-6997","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqJPjjpumWil40jr9Fw2gDzHadn37EL_7mAR0EPJ5wKJX7TpQS2auRMsvzXxHcHMwmSFQa4kOKrCoxh3bttcZtOfXJEkE_Oqygs_6VfuJP06jPd6el2zQYhkoe9PUevjsDlFDfHtbpopzJwrXo-O5Kr_gomb5Zz-0fkqLeXNUv74F9SPkeJlm5DR&uniplatform=NZKPT&language=CHS","<正>近日,中国农业科学院农业资源与农业区划研究所科研团队在有机肥替代提高土壤有机质含量机制方面取得新进展,发现有机肥部分替代化肥可以显著降低秸秆对土壤原有有机质降解的激发效应。该研究为通过施用有机肥实现化肥减施,促进农业绿色发展提供了理论基础。相关研究成果","2019","2025-08-27 10:43:01","2025-08-27 10:45:12","","74","","24","","","农业科技与信息","","","","","","","","zh","","","","","","62-1057/S","","","","","","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76N4BWLP","journalArticle","2019","杨忠赞; 迟凤琴; 匡恩俊; 张久明; 宿庆瑞; 张一雯; 刘亦丹","有机肥替代对土壤理化性状及产量的综合评价","华北农学报","","1000-7091","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKAiWAlSQbIH5-UCpdO8tJdlu-ToVlhhympjVvWuq-L2HF9_bhfjRJ53_PGs7WEC7pXgK7LCEBv1PQCy-l_xdVQVnmGZ7aXKgESggwGTc-Yrwpzu0pNrymES9E0OD34yW_yqT_2lUKVolitQdjr2BB_UvdjGEoCwNajPKZ4m88WI0cD7jMNtOQW&uniplatform=NZKPT&language=CHS","为研究有机肥替代氮肥对土壤理化性状及产量的变化,以黑土为试验对象进行大田试验,设置不施肥(CK)、单施化肥(NPK)、单施有机肥(OM)、有机肥+化肥(OM100)、有机肥+氮肥减施30%(OM70)、有机肥+氮肥减施50%(OM50) 6个处理,于2018年取样,应用常规试验方法系统分析不同处理条件下土壤理化性状及玉米产量的变化,结果表明:在一定范围内,有机肥替代可显著降低土壤容重,显著提高土壤田间持水量,提高土壤毛管孔隙度。单施有机肥和有机肥替代能显著提高气相比例,降低土壤液相;对比单施化肥,短时间施用有机肥替代,土壤有机质提升不明显,外源有机物进入土壤对土壤物理性状有显著或极显著影响。适度有机肥替代,能够改善土壤理化性状,维持作物产量。","2019","2025-08-27 10:43:01","2025-08-27 10:45:13","","153-160","","S1","34","","华北农学报","","","","","","","","zh","","","","","","13-1101/S","","","","","黑土; 孔隙度; 三相比; 土壤容重; 有机肥替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLMJR3TX","journalArticle","2019","周凯; 郑文才","有机肥替代化肥对辣椒产量与土壤养分的影响","耕作与栽培","","1008-2239","10.13605/j.cnki.52-1065/s.2019.06.004","https://link.cnki.net/doi/10.13605/j.cnki.52-1065/s.2019.06.004","探索有机肥替代化肥对辣椒产量和土壤养分影响的规律,以便制定辣椒施肥方案和土壤改良技术提供实践依据。方法:设置6个处理,即单施化肥;有机肥+66.7%化学氮;有机肥+50%化学氮;有机肥+33.3%化学氮;有机肥供氮等于化肥供氮量;空白对照。3次重复,小区随机区组排列。结果:有机肥替代化肥的平均单产较单施化肥增产1.16%～9.84%,平均增产3.22%;有机肥替代化肥区的土壤有机质、全氮、有效磷的平均含量较单施化肥区的含量分别提高了5.58%、4.09%、19.00%,速效钾含量降低了22.50%,土壤pH值较试验前的6.805降低了15.02%。研究表明:有机肥用量与土壤中的有机质、全氮、有效磷均呈正相关关系,与土壤pH值呈负相关关系,即随着有机肥用量的增加,土壤中的有机质、全氮、有效磷含量也相应的提高,土壤pH值则相应的下降;土壤速效钾含量与有机肥施用量呈负相关关系,且随着施用年限的增加而降低。","2019","2025-08-27 10:43:01","2025-08-27 10:45:14","","14-19","","6","39","","耕作与栽培","","","","","","","","zh","","","","","","52-1065/S","","","","","产量; 化肥; 辣椒; 土壤养分; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IJQK97G","journalArticle","2019","李玉; 田宪艺; 王振林; 代兴龙; 董元杰; 贺明荣","有机肥替代部分化肥对滨海盐碱地土壤改良和小麦产量的影响","土壤","","0253-9829","10.13758/j.cnki.tr.2019.06.018","https://link.cnki.net/doi/10.13758/j.cnki.tr.2019.06.018","合理利用有机肥资源,将有机肥替代部分化肥是实现减肥目标的重要技术途径之一。特别对于盐碱化土壤,有机肥替代部分化肥既能减少化肥的使用又能改善土壤的理化性质,促进作物产量的提高。本文以滨海盐碱地为研究对象,2014—2016年连续两年在滨州市无棣县渤海粮仓试验基地通过大田试验,研究了不施肥(CK)、普通化肥(CCF)、有机肥替代低量化肥(LOM)、有机肥替代中量化肥(MOM)、有机肥替代高量化肥(HOM)5种施肥模式对盐碱地土壤改良和小麦产量的影响。结果表明:与CK相比,CCF处理对盐碱地土壤盐分的影响不大,而有机肥替代部分化肥处理显著降低了土壤水溶性盐总量和pH,特别是在小麦开花期,MOM和HOM处理明显改善了土壤盐碱化,显著降低了土壤中水溶性钠和交换性钠的比例,使ESP和SAR值减小,其中以HOM处理对滨海盐碱土的土壤盐分改良效果最佳;与CK相比,各施肥处理的土壤养分含量均有提高,有机肥替代处理与CCF相比,对土壤全氮和有效磷的含量影响不明显,而HOM处理的速效钾含量显著高于其他处理,在一定程度上抑制了Na的毒害,有机肥替代处理还显著提高了土壤有机质的含量,改善了土壤环境;从CK到HOM,小麦产量依次递增,与CCF相比,有机肥替代处理LOM、MOM、HOM分别增产7.5%、18.8%、26.4%。综上,有机肥替代部分化肥,达到了减肥的目的,并对滨海盐碱地有明显的改良效果,提高了小麦产量。且在3个有机肥替代部分化肥的施肥处理中,以HOM施肥处理对滨海盐碱地的改良效果最优,获得的小麦产量最高。","2019","2025-08-27 10:43:01","2025-08-27 10:45:14","","1173-1182","","6","51","","土壤","","","","","","","","zh","","","","","","32-1118/P","","","","","土壤盐分; 土壤养分; 小麦产量; 盐碱地; 有机肥替代化肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
